id,customer_id,card_type,card_number,expiry_year,expiry_month,created_date,modified_date
10819,8971,Mastercard,2280587408681172,2008,6,2018-06-17,2022-03-13
10825,15463,VISA,4623281649272,2008,9,2018-07-04,2027-02-09
10829,11393,Mastercard,2594076774360364,2005,11,2016-03-15,2019-02-16
10844,615,JCB,3523311122775425,2007,8,2019-01-28,2025-03-04
10850,19122,AMEX,374127319065685,2005,2,2018-08-08,2020-05-04
10860,11203,VISA,4996570094250552,2005,11,2018-06-20,2024-09-04
10872,16154,VISA,4970961827961906,2008,11,2017-01-07,2020-06-03
10892,14920,VISA,4157012313616904,2008,11,2016-12-04,2023-04-29
10915,16445,JCB,3543992555371257,2007,2,2017-08-03,2024-08-08
10928,6464,Mastercard,2267850453156764,2006,3,2017-08-29,2025-08-04
10937,2133,VISA,4414531728500048,2007,10,2017-10-25,2022-12-24
10938,2121,Maestro,630489987283,2007,8,2016-08-27,2022-03-30
10943,18710,JCB,3581693624061993,2005,2,2016-03-06,2022-02-02
10946,12801,VISA,4834400058429289,2005,2,2018-07-07,2019-11-18
10983,895,JCB,213107747535298,2008,4,2016-11-19,2019-03-14
10988,2124,VISA,4042048417507178950,2008,10,2018-05-19,2024-10-26
10990,14359,VISA,4883049438248522070,2005,4,2015-11-15,2020-12-13
11008,12359,JCB,3526511567923334,2007,2,2016-02-09,2024-01-10
11019,3342,VISA,4999491046313,2005,1,2017-07-03,2025-05-03
11050,2060,Discover,6011269715943606,2007,6,2018-06-05,2025-05-06
11059,16258,VISA,4806581574670227,2007,3,2017-09-19,2020-11-12
11076,16405,Mastercard,2233944805861097,2006,6,2015-11-07,2024-07-19
11082,3679,VISA,4686828216551769,2007,11,2017-11-30,2022-10-12
11087,3090,Maestro,630471923627,2008,1,2017-12-25,2026-08-27
11101,2213,VISA,4676322511960739753,2007,9,2018-07-11,2019-06-25
11102,12931,JCB,3598856706035463,2008,5,2017-03-15,2019-04-28
11108,1457,AMEX,375660717596355,2006,2,2018-01-25,2027-03-08
11115,20149,AMEX,376084905863122,2007,2,2016-06-10,2020-10-03
11119,9152,VISA,4309505993320983,2008,6,2016-07-20,2020-08-23
11126,1563,Diners,30059284230414,2008,2,2012-01-16,2015-04-02
11132,16903,Mastercard,2257028619034116,2007,10,2016-01-22,2022-12-06
11136,1371,Maestro,676247052035,2008,11,2018-04-06,2022-09-25
11168,2155,JCB,3567554497040662,2008,6,2016-10-27,2024-08-20
11178,11208,Mastercard,5501839585079936,2005,12,2018-01-26,2024-04-02
11188,3025,VISA,4650580957880087,2008,7,2017-05-01,2018-08-15
11208,26,AMEX,379133284678606,2008,10,2016-03-25,2025-11-01
11221,14547,VISA,4818298606253,2007,4,2019-05-04,2020-05-17
11226,7651,JCB,180031649539852,2005,10,2018-10-15,2025-12-06
11233,13890,Maestro,676187376337,2008,7,2015-08-18,2023-07-30
11239,7566,VISA,4361758151783980,2006,8,2019-04-20,2025-10-07
11251,16059,JCB,3500930470820710,2008,2,2019-09-17,2024-03-22
11266,17079,Maestro,501866153528,2008,3,2017-05-01,2024-10-26
11269,6920,VISA,4061460730700030,2008,8,2016-07-09,2020-01-22
11280,104,Mastercard,2330764312103573,2005,1,2016-12-12,2025-04-17
11284,18861,VISA,4940097018678,2008,7,2019-07-06,2024-07-02
11289,19771,JCB,213150038827107,2006,3,2017-07-18,2024-08-16
11303,3993,VISA,4644451281475813,2007,1,2018-09-26,2026-09-01
11311,2327,Maestro,675960563822,2007,3,2015-11-18,2023-09-25
11327,15875,VISA,4089552555071766,2007,8,2016-07-24,2021-02-12
11336,16696,VISA,4124080697621555499,2006,11,2017-07-07,2022-03-26
11341,9161,Diners,30437185660014,2006,2,2018-12-19,2021-06-13
11354,2302,AMEX,375348329774186,2007,3,2018-07-10,2027-03-26
11376,275,Mastercard,2234594371146818,2007,11,2016-11-06,2025-09-20
11378,517,Diners,30304267270296,2007,7,2017-08-11,2023-04-15
11394,19612,Discover,6575310922454983,2006,2,2017-01-10,2024-09-16
11405,108,VISA,4280904084106042,2005,9,2018-03-22,2021-11-13
11409,17233,Diners,30539564773795,2005,2,2017-05-30,2022-07-30
11418,18380,JCB,3531184485029148,2005,12,2017-01-11,2020-10-28
11433,15475,Discover,6011496295068765,2007,10,2018-12-10,2020-04-28
11451,13086,VISA,4272283480985261398,2008,12,2014-05-26,2023-03-06
11455,140,JCB,180027208904081,2006,8,2018-03-26,2021-02-11
11461,8779,AMEX,371470927743621,2007,11,2018-06-27,2023-06-14
11466,16808,JCB,3592260275036034,2008,12,2019-04-24,2025-01-13
11474,20178,JCB,3575869251562853,2005,8,2017-05-23,2021-02-10
11476,1849,VISA,4030854978486245,2008,10,2016-02-12,2025-10-01
11485,19237,Mastercard,5471603659093454,2006,10,2017-06-16,2026-09-05
11493,2168,Maestro,577061390420,2005,7,2016-10-15,2019-09-26
11510,14882,VISA,4794497781843,2005,2,2012-10-15,2019-02-02
11515,2203,VISA,4728727046274610,2007,1,2017-09-02,2026-04-19
11522,607,VISA,4984837582809,2007,4,2018-05-27,2021-01-14
11525,11358,Maestro,579646722978,2008,12,2018-11-17,2022-11-20
11528,56,AMEX,340324157700892,2007,11,2015-11-15,2021-06-25
11539,12467,JCB,3587725814424856,2006,7,2018-10-10,2024-10-07
11547,10588,JCB,3501409030672613,2006,1,2016-02-29,2025-04-14
11549,75,VISA,4392148046197831,2005,7,2018-12-29,2020-08-23
11550,5451,VISA,4530857072188446707,2008,8,2017-03-24,2024-12-10
11553,106,JCB,3585052811076825,2008,11,2017-04-30,2024-05-29
11570,5326,JCB,3534936801130257,2008,4,2016-02-18,2024-01-15
11588,14259,Discover,6011998809370116,2006,7,2017-07-13,2022-01-26
11594,2348,JCB,3511682434776523,2007,4,2017-09-25,2026-05-07
11595,131,VISA,4166720397035227853,2007,1,2018-03-14,2025-10-21
11598,24,JCB,213171675901872,2007,9,2016-11-23,2019-10-21
11599,9330,JCB,3564576705725043,2006,1,2017-02-23,2020-03-31
11604,4861,VISA,4451814408246236386,2006,9,2016-10-01,2024-12-23
11609,136,VISA,4553215066377653,2008,11,2016-07-08,2021-09-07
11610,15681,VISA,4039222017802,2007,3,2018-09-12,2025-12-09
11617,9041,Mastercard,2299789488955356,2006,5,2018-10-17,2023-04-06
11627,2276,AMEX,376675913484460,2005,3,2016-05-18,2023-10-30
11649,10024,JCB,3594721080504860,2005,5,2019-02-22,2023-09-01
11651,7365,VISA,4810023353760360,2005,9,2018-09-27,2022-09-01
11661,9245,VISA,4767785986151047694,2008,3,2019-04-18,2025-03-28
11666,341,JCB,3584524790339201,2008,6,2017-10-29,2022-03-17
11680,499,VISA,4964346236188580,2006,6,2019-04-29,2022-01-27
11686,185,VISA,4922449436634535,2007,10,2015-08-02,2020-04-03
11687,12928,VISA,4022805129327,2006,2,2019-04-01,2025-11-27
11699,9575,AMEX,344581194449306,2007,5,2017-11-03,2024-11-14
11700,16300,JCB,213114268049428,2007,9,2018-10-07,2026-09-16
11710,345,VISA,4682474215966403,2007,10,2013-07-27,2021-12-23
11711,14993,VISA,4381826322908309693,2008,11,2019-07-08,2023-10-02
11717,18034,AMEX,343273097065857,2007,3,2016-01-10,2020-08-07
11720,11186,Diners,30236987939976,2005,4,2018-01-04,2026-12-12
11727,11955,JCB,3536853688515641,2008,7,2015-10-24,2025-10-05
11731,3569,Diners,30336438536031,2007,4,2017-11-02,2025-06-09
11732,40,AMEX,346897030982641,2007,2,2018-08-23,2027-02-21
11733,4643,VISA,4109884889724752,2006,2,2016-09-22,2025-03-25
11741,77,JCB,213154558227268,2005,4,2017-08-16,2025-10-06
11743,2271,VISA,4678477129766906,2008,10,2017-11-02,2021-03-29
11746,251,AMEX,343395196854012,2006,10,2019-03-13,2023-03-03
11751,264,Maestro,676174638525,2005,4,2019-01-29,2027-10-14
11760,12416,AMEX,376776007770689,2005,5,2015-02-18,2017-05-26
11768,2128,VISA,4650951906046379,2006,1,2016-02-08,2021-01-15
11783,6589,Diners,30184399486345,2007,7,2016-06-12,2025-02-08
11786,15798,AMEX,371618698394848,2008,9,2018-07-23,2026-08-15
11803,10548,Discover,6011993346736846,2008,9,2017-02-14,2022-02-22
11821,8992,VISA,4909005580749,2006,8,2017-12-29,2021-07-21
11834,1311,JCB,213114784909295,2006,7,2018-04-10,2022-01-05
11848,2160,AMEX,349994561327150,2007,8,2017-02-24,2019-08-16
11852,1579,VISA,4353758932970955,2006,4,2018-11-18,2020-04-24
11854,17865,Maestro,570327329076,2005,6,2016-11-21,2019-12-14
11876,7714,Discover,6548124423208630,2007,4,2015-10-19,2018-05-11
11893,17952,VISA,4879875913355,2006,8,2017-05-14,2027-12-01
11897,11964,Maestro,676108907350,2006,3,2015-02-07,2021-06-22
11900,82,Maestro,502048848415,2006,10,2017-03-27,2024-05-21
11906,11297,VISA,4260868522930768486,2005,12,2016-04-07,2024-09-27
11909,16464,AMEX,344045067199364,2005,3,2019-04-26,2021-09-14
11912,6534,JCB,3504649222615402,2005,6,2018-12-01,2022-03-02
11916,8368,JCB,3559064888530677,2007,12,2018-07-02,2023-11-25
11918,14317,VISA,4261356773816,2007,2,2018-09-14,2022-11-17
11922,14974,VISA,4644701811640298,2007,6,2017-05-16,2022-04-11
11923,899,JCB,180076009878259,2008,8,2017-04-12,2022-03-22
11926,10231,Mastercard,2224563901545775,2005,11,2018-06-26,2024-08-11
11952,10348,Discover,6550306081470678,2008,6,2017-09-25,2025-06-21
11958,5062,JCB,3540045935872917,2008,4,2015-05-26,2023-09-11
11973,6125,JCB,180019834408926,2005,2,2016-11-17,2022-10-07
11976,4794,VISA,4734331583802602,2008,2,2019-04-13,2025-04-04
11983,237,Diners,30306047711366,2005,3,2018-11-16,2022-07-11
12014,8335,JCB,3564137820739979,2008,10,2016-08-22,2021-11-26
12032,7954,VISA,4391203144163457,2007,7,2017-04-18,2020-04-23
12036,1227,VISA,4612333049371922,2008,8,2018-03-17,2022-02-23
12037,4382,VISA,4111140747578878686,2006,5,2016-01-04,2025-02-11
12040,2321,VISA,4866673697334468377,2008,10,2017-01-06,2022-07-31
12053,2167,VISA,4055612829541895852,2006,2,2017-07-25,2017-10-27
12091,2226,Mastercard,2243221776154713,2005,3,2018-09-24,2025-07-29
12093,232,VISA,4925021300392746346,2008,8,2018-01-12,2022-07-19
12096,9999,Discover,6011530847769619,2005,1,2018-09-14,2024-10-02
12112,2086,Mastercard,5402583195027352,2007,2,2016-11-01,2021-08-30
12116,8563,Maestro,676319060056,2005,3,2015-12-04,2021-05-06
12118,4893,JCB,3573474394049421,2006,8,2017-11-14,2020-02-11
12156,20106,Mastercard,2268291551008228,2006,8,2016-05-04,2020-03-06
12157,3131,AMEX,378486931314459,2008,1,2018-04-14,2024-08-05
12160,2722,JCB,3515081867358345,2008,10,2016-12-09,2024-05-27
12162,3860,Mastercard,2428613253257133,2008,3,2015-03-01,2022-05-04
12185,1269,VISA,4596735056783,2005,11,2018-09-15,2022-01-06
12187,13531,JCB,3521299086217348,2008,8,2017-07-12,2020-05-30
12190,17321,JCB,213120870412839,2008,4,2017-12-30,2022-12-17
12203,14634,Maestro,060416184251,2007,7,2016-04-28,2024-11-16
12214,1257,Mastercard,2582324546255601,2008,9,2015-04-29,2023-07-01
12245,9686,Mastercard,2289487654130845,2005,10,2019-01-19,2021-10-25
12252,5286,JCB,3534932945323890,2007,11,2018-06-24,2020-05-01
12253,11549,VISA,4839582063755415487,2006,4,2019-09-18,2027-02-21
12264,1321,JCB,213186123304453,2008,9,2017-08-31,2021-10-20
12265,7942,VISA,4151515282348,2007,4,2017-07-28,2025-10-29
12267,2200,JCB,3530742826795965,2008,12,2015-07-15,2020-05-21
12288,181,Maestro,676139462409,2005,2,2018-12-17,2023-02-05
12295,2280,VISA,4539007110549303090,2007,12,2018-11-08,2022-08-29
12296,2045,JCB,213137281104599,2005,5,2017-02-20,2027-04-22
12302,12587,Maestro,501807394959,2006,1,2015-09-27,2020-06-11
12304,14291,JCB,3521080264481728,2007,12,2018-08-13,2023-12-29
12305,2118,Discover,6011953409295593,2007,2,2017-04-01,2025-05-26
12328,2258,VISA,4860735155682679,2005,11,2017-01-31,2025-10-27
12330,20314,JCB,180021805633086,2007,1,2019-06-10,2022-04-17
12336,2288,Maestro,630439078068,2008,8,2017-07-18,2021-10-02
12337,20721,VISA,4191066961635,2006,2,2018-05-28,2021-09-29
12338,5879,JCB,213107503557718,2005,8,2017-07-15,2021-01-14
12351,667,VISA,4919619218862098884,2008,5,2018-04-12,2023-06-30
12366,164,Maestro,501852221164,2006,4,2018-11-22,2026-10-10
12381,10210,VISA,4465395161376,2008,11,2017-09-25,2019-07-12
12383,9338,Maestro,567632776066,2008,7,2018-06-17,2020-09-01
12397,7614,VISA,4871618489335098,2005,5,2016-09-01,2023-01-30
12399,20515,VISA,4601093784761852894,2005,10,2014-04-16,2021-07-09
12405,127,VISA,4882370580699124,2006,5,2019-02-12,2022-05-16
12411,15175,Maestro,676290573473,2006,11,2017-08-28,2023-02-02
12415,8521,Diners,38872106630625,2008,4,2016-09-22,2025-11-21
12440,4117,VISA,4857046885322275867,2005,3,2018-08-22,2022-10-17
12441,8790,JCB,3501660653978238,2006,11,2017-11-18,2023-07-16
12463,7754,Maestro,675972593122,2005,1,2017-07-30,2022-10-08
12485,2281,VISA,4455937917002763,2008,5,2019-03-24,2026-02-12
12489,10644,VISA,4943349572260,2007,3,2016-04-03,2026-08-18
12494,965,JCB,3532937155272952,2005,8,2017-09-01,2025-10-25
12496,20116,VISA,4644927049954801,2008,4,2018-01-26,2020-11-28
12497,9158,VISA,4370804796632,2007,8,2017-04-21,2025-03-27
12516,2061,VISA,4030355467070,2008,6,2016-06-08,2024-08-04
12519,6470,JCB,213188647337662,2006,8,2017-03-27,2018-10-26
12535,18517,Diners,30180547344048,2006,4,2019-06-02,2020-07-16
12551,2214,VISA,4642736183661,2007,2,2018-04-18,2021-03-10
12556,2267,Discover,6512709696234818,2008,3,2018-10-16,2021-03-14
12564,2674,JCB,3587078791707657,2008,4,2016-10-29,2019-11-04
12575,2220,VISA,4797990786009119,2008,6,2018-03-23,2020-04-03
12583,2373,Maestro,501813390066,2008,6,2014-06-19,2018-10-10
12584,78,Diners,30374369958411,2007,7,2018-07-09,2021-02-02
12599,2274,VISA,4527803844975840,2005,3,2019-03-07,2027-06-13
12604,10689,Maestro,676247005793,2005,3,2017-11-06,2023-12-30
12609,1917,Mastercard,2704114967445622,2006,1,2018-09-26,2026-01-01
12611,162,JCB,213106882032582,2005,2,2019-03-27,2023-11-14
12636,12987,VISA,4398324580417414,2007,11,2018-02-18,2023-01-13
12648,222,Discover,6531667168480896,2007,3,2018-10-21,2019-06-09
12659,2560,JCB,3566448328180972,2005,10,2018-03-10,2022-04-17
12668,16991,VISA,4830948083494,2008,1,2019-02-08,2023-11-30
12676,7112,JCB,213151140207261,2008,8,2017-04-28,2023-05-20
12697,18469,Discover,6507891541525918,2006,2,2017-10-29,2023-03-31
12707,20526,JCB,3515436029874235,2007,3,2019-02-27,2025-12-31
12725,2251,AMEX,340525679493515,2008,4,2018-02-27,2027-03-07
12734,1009,Maestro,676348487320,2007,11,2017-01-28,2026-07-10
12763,130,AMEX,376066534362394,2005,3,2017-01-17,2026-11-18
12779,268,JCB,3518953591129845,2006,3,2018-10-06,2021-11-19
12782,2234,JCB,180026892569325,2007,10,2018-06-20,2024-07-18
12783,7333,VISA,4223804026101277,2008,4,2019-03-06,2021-01-24
12799,6474,JCB,180003624432593,2006,6,2017-08-05,2025-11-23
12806,16366,VISA,4876881363059623,2008,11,2017-05-04,2022-10-27
12820,3304,VISA,4464774949618,2005,8,2019-10-20,2023-11-18
12824,6505,VISA,4198214625886727,2005,1,2016-10-26,2024-07-14
12833,2062,Diners,30399522813518,2008,2,2017-08-01,2024-06-20
12842,7645,Mastercard,2719507715471811,2008,7,2018-02-20,2020-10-15
12852,2359,Mastercard,2266061723391014,2008,4,2019-02-05,2024-03-13
12881,2183,VISA,4958136548927,2008,10,2017-04-05,2026-06-19
12897,17924,Discover,6011971845460175,2005,5,2017-02-14,2020-08-19
12910,14443,Mastercard,2250073556615631,2006,2,2019-04-09,2022-12-30
12932,42,JCB,3519604077781505,2008,10,2019-04-08,2022-01-29
12948,12509,VISA,4547765784159519768,2005,7,2017-04-04,2020-08-27
12952,2188,Diners,30276868720236,2005,9,2016-11-06,2027-01-03
12953,2151,AMEX,373097444791805,2007,3,2018-12-05,2026-09-24
12957,18181,Diners,30423565168877,2008,11,2017-04-03,2026-01-21
12968,4461,VISA,4549719359455164,2008,6,2016-08-08,2023-09-23
12971,37,JCB,180071419554350,2006,7,2015-03-20,2021-02-13
12991,1107,VISA,4488494496064500,2005,9,2019-08-10,2024-06-11
13016,9692,Mastercard,5397631609228954,2007,9,2017-08-20,2024-03-25
13018,2192,JCB,3504125728783457,2005,9,2017-04-20,2023-03-21
13035,2105,JCB,3514992268859593,2008,6,2016-09-03,2025-03-30
13038,15940,JCB,3570497291741926,2008,7,2013-05-28,2021-04-07
13062,16444,Diners,30000673782185,2005,7,2017-06-11,2025-02-02
13065,2252,Mastercard,2296131814987105,2005,10,2017-03-27,2026-04-30
13081,2010,Maestro,580446437106,2008,9,2018-04-11,2024-10-30
13082,15917,JCB,180058648905735,2005,11,2016-12-31,2025-02-20
13083,18487,AMEX,343680028062235,2006,12,2018-12-03,2024-12-23
13091,5874,AMEX,378446442426085,2006,6,2016-05-06,2024-01-13
13102,12563,Diners,30228182336843,2007,2,2017-04-07,2019-10-15
13112,1491,JCB,3526367223565609,2005,6,2019-03-22,2023-01-11
13119,6914,VISA,4835447417002,2007,12,2018-01-09,2023-09-14
13121,849,JCB,3555122772694332,2008,3,2017-05-02,2022-11-19
13127,15950,JCB,180061433992207,2006,12,2017-05-10,2024-11-18
13138,13084,Diners,38968132606413,2008,8,2017-04-13,2020-01-14
13145,14308,VISA,4272576318017384265,2007,9,2018-06-20,2023-11-01
13166,18378,Maestro,586109455616,2005,7,2016-01-24,2021-01-25
13179,387,JCB,3564400949866002,2008,5,2016-12-21,2020-04-29
13182,14,Discover,6514270599926768,2007,10,2017-10-01,2024-03-25
13184,2233,Discover,6567762300741979,2008,2,2019-10-02,2027-02-14
13186,145,AMEX,348576548801620,2008,3,2016-06-17,2019-03-10
13188,2317,AMEX,342659876368366,2007,6,2015-08-26,2019-05-26
13206,20,VISA,4573616389495286,2008,5,2017-09-30,2019-09-09
13218,2147,Discover,6011086754727413,2005,1,2016-09-18,2024-12-23
13227,677,JCB,3520995309723118,2006,4,2015-01-29,2020-09-17
13229,1185,JCB,3569008255829368,2005,3,2016-05-09,2018-10-07
13233,233,VISA,4292881345382,2006,1,2019-07-08,2022-06-11
13236,2615,VISA,4055614598716672,2005,11,2016-07-15,2022-02-28
13252,20680,AMEX,347335074683121,2008,6,2016-12-14,2025-06-09
13253,177,Maestro,630407648041,2006,1,2018-09-21,2023-08-22
13262,5831,VISA,4557909789084333,2006,9,2018-05-04,2024-03-04
13271,1391,AMEX,379201230869163,2006,3,2017-06-13,2018-09-16
13277,2136,VISA,4126328200123956732,2008,8,2017-12-30,2022-09-05
13287,2130,VISA,4662786265487145700,2006,9,2018-04-08,2026-11-12
13295,16559,AMEX,375391641926316,2006,3,2018-03-26,2024-06-04
13309,14176,Mastercard,2281077246986354,2005,9,2018-11-02,2022-09-19
13316,267,AMEX,374518967450569,2008,3,2017-07-21,2025-04-19
13319,10830,VISA,4765929044974407,2006,4,2018-07-03,2024-12-14
13327,15088,Discover,6011998324750065,2007,12,2017-10-02,2021-01-21
13331,65,Mastercard,2298248758988218,2008,6,2018-10-14,2025-08-10
13335,739,Diners,30414136338594,2007,12,2017-04-28,2022-04-09
13339,15818,VISA,4569335413138897,2006,11,2016-08-03,2017-06-14
13341,6563,VISA,4965860930506938,2008,7,2018-10-29,2026-06-08
13342,17905,VISA,4504455724291,2006,3,2018-10-01,2022-09-08
13349,599,JCB,3544920851705455,2007,4,2015-11-28,2018-03-11
13383,14891,Maestro,676332987756,2005,5,2017-06-20,2021-01-18
13406,17140,Maestro,676399159836,2007,1,2018-02-16,2025-07-29
13410,4227,JCB,3599985413925234,2005,6,2015-05-08,2020-02-09
13425,10182,JCB,3553358419463887,2007,9,2017-01-14,2021-10-14
13438,3899,JCB,3559533735953993,2006,2,2019-04-05,2020-08-24
13442,2205,JCB,3517296380781405,2005,2,2017-11-27,2022-08-09
13453,17257,Discover,6011570994961718,2008,9,2016-11-08,2024-05-19
13455,1732,VISA,4036131282931,2005,12,2015-11-19,2016-06-22
13492,14416,Diners,30596894483016,2008,5,2017-03-05,2019-04-03
13494,7580,Maestro,060443263789,2005,1,2017-02-26,2022-11-05
13502,15715,Maestro,676176679964,2008,10,2019-01-08,2020-11-07
13511,25,JCB,3545271812144262,2005,4,2017-11-14,2025-03-11
13513,7498,JCB,180077613445139,2006,1,2018-02-20,2019-11-04
13527,9790,VISA,4599857362369,2007,9,2018-06-23,2019-02-12
13529,8845,VISA,4676951519162035,2006,11,2018-11-21,2021-05-15
13538,11920,Discover,6541739706182421,2008,4,2018-12-23,2020-07-12
13551,2759,VISA,4732407293617273119,2006,2,2018-04-28,2024-08-07
13573,2123,AMEX,374112855994480,2007,4,2018-06-16,2022-04-06
13590,16365,JCB,3506476138594481,2007,4,2018-01-14,2019-09-19
13598,2410,VISA,4160494086612051,2008,5,2017-02-06,2027-10-05
13609,14839,VISA,4139867379510439,2008,6,2014-10-27,2024-01-20
13613,1135,JCB,3540207180078901,2005,12,2016-04-06,2025-10-11
13625,2287,VISA,4667623462485683180,2005,8,2016-09-29,2018-05-07
13630,243,Discover,6011735375973521,2005,7,2012-02-24,2018-12-26
13652,7882,JCB,213146691901304,2007,8,2018-05-06,2024-01-05
13661,8038,JCB,3560283408360442,2008,11,2017-08-01,2026-05-07
13665,6808,VISA,4377370932385119551,2005,10,2017-09-10,2025-07-04
13667,2562,Mastercard,5184813490032466,2007,10,2014-09-06,2021-06-13
13691,2169,VISA,4642207356010,2005,3,2018-11-21,2022-11-03
13704,15583,Diners,30448453014487,2007,6,2018-05-27,2021-05-13
13710,1203,VISA,4427516138135634281,2006,6,2018-02-27,2025-10-30
13714,2340,Mastercard,2338174592099552,2006,8,2019-05-14,2020-12-26
13720,2272,AMEX,340332315702882,2008,9,2017-09-22,2022-12-02
13741,15676,Diners,38274256917300,2007,12,2013-05-05,2019-02-05
13765,15563,Diners,30196147285043,2007,6,2017-07-23,2026-12-10
13775,9391,JCB,3542712586471046,2006,9,2015-12-24,2025-04-16
13784,2153,JCB,213100964042692,2008,7,2016-08-28,2022-07-15
13787,17180,Discover,6011277131940858,2006,10,2015-07-30,2021-07-03
13793,2111,VISA,4726054590924146997,2006,4,2015-06-14,2018-11-21
13795,2319,VISA,4393407891081428,2007,11,2015-03-22,2019-01-05
13796,4395,JCB,213180725857117,2008,1,2019-08-14,2027-12-17
13797,178,JCB,213197195298226,2006,2,2019-01-02,2022-11-01
13801,11620,JCB,3572553763667268,2007,8,2018-05-25,2026-06-16
13802,7709,JCB,213195159482794,2008,1,2017-04-07,2026-07-16
13830,12712,JCB,3583096582219033,2007,8,2018-10-05,2019-11-04
13844,15339,Mastercard,2298550152379070,2008,1,2015-05-31,2021-04-04
13861,2409,JCB,3519287352463336,2007,12,2016-09-01,2024-02-10
13865,355,Maestro,503898159317,2008,4,2017-05-19,2024-03-01
13870,3250,Mastercard,2378688972118964,2005,1,2017-02-28,2024-12-22
13873,2058,JCB,3595135319690318,2007,9,2018-05-26,2020-06-29
13891,6302,JCB,213118459893288,2007,12,2016-10-18,2022-05-19
13893,20635,Discover,6011256692853858,2007,5,2017-03-31,2026-10-19
13904,2354,JCB,3567158294999797,2006,12,2017-02-05,2025-02-02
13917,14067,AMEX,374548282977764,2008,1,2014-10-03,2022-03-19
13946,11769,VISA,4238323234629790665,2005,1,2016-11-02,2024-12-29
13952,17291,Mastercard,5113369375503234,2008,7,2016-03-06,2018-08-12
13970,7941,Maestro,501877045440,2008,8,2017-05-04,2022-02-10
13972,15869,JCB,3586638530252728,2008,9,2017-02-19,2021-11-29
13993,18917,JCB,3506545226064159,2007,1,2015-07-14,2024-06-26
14022,2241,Maestro,503803520892,2007,12,2019-07-19,2019-12-19
14031,18665,VISA,4032993518355,2005,7,2016-01-14,2020-12-06
14036,2162,JCB,180009549764663,2006,9,2012-01-02,2018-08-28
14056,128,VISA,4321092964792817,2005,6,2016-11-27,2024-04-16
14057,7048,JCB,3560237348583497,2008,4,2018-04-13,2022-08-02
14061,2180,Maestro,571935391128,2007,6,2016-07-06,2026-11-14
14062,8522,VISA,4477731377952119521,2005,3,2017-06-21,2022-01-02
14068,220,JCB,180095427146917,2008,3,2017-01-05,2020-03-01
14072,811,AMEX,379717626655833,2005,12,2018-04-12,2021-09-12
14099,144,VISA,4774609619941,2006,6,2016-08-24,2022-11-02
14119,2341,VISA,4057962053196635875,2006,6,2016-09-16,2022-07-09
14138,5399,VISA,4011729879216383,2008,6,2018-03-24,2025-02-02
14154,1181,JCB,3569553328255794,2005,6,2016-05-02,2021-06-10
14155,7732,VISA,4245653429958,2008,11,2018-07-28,2022-02-18
14165,19410,AMEX,377522353263575,2008,2,2018-12-15,2020-10-08
14166,2339,Maestro,580069380732,2006,5,2017-08-31,2025-03-20
14172,73,JCB,180034731196524,2008,6,2017-07-01,2021-02-26
14173,6558,Maestro,676347903848,2007,7,2017-03-09,2026-07-13
14185,2322,VISA,4074739322571163,2006,8,2018-08-17,2022-06-15
14187,12077,Diners,36276040365771,2006,3,2017-10-01,2019-04-08
14193,1511,VISA,4709727136907288,2005,9,2014-12-12,2021-09-23
14196,2098,VISA,4445264604227089,2007,7,2016-08-26,2019-11-24
14198,225,JCB,3598152375205706,2005,3,2017-03-14,2022-04-26
14209,2434,VISA,4602611655910,2007,10,2018-01-22,2025-02-04
14214,7226,VISA,4758096037139635,2006,5,2017-08-21,2026-04-12
14219,805,VISA,4207878799818804,2007,11,2019-09-18,2023-01-15
14251,8578,VISA,4982714143272151,2007,8,2016-04-17,2024-01-31
14253,5746,JCB,3540143889112636,2006,9,2017-09-23,2018-10-04
14255,20278,VISA,4965163050581534748,2007,8,2017-02-12,2018-10-03
14256,6163,AMEX,373454680898838,2006,7,2018-12-25,2027-06-08
14259,2262,Discover,6011410629170346,2005,6,2017-09-18,2022-05-31
14260,361,Discover,6011260456090442,2007,10,2016-11-04,2020-06-21
14276,19279,Discover,6520393531070917,2008,2,2014-11-05,2018-05-06
14280,5291,Mastercard,2348155776812231,2006,6,2019-05-29,2027-08-14
14284,2107,VISA,4512435635912323,2007,6,2018-05-17,2019-06-20
14297,4274,JCB,213148235962297,2007,7,2018-05-01,2025-01-29
14304,2146,JCB,3502148872978733,2008,11,2015-01-02,2022-10-13
14305,14840,AMEX,348739102734922,2006,6,2018-12-27,2027-07-13
14311,2349,Discover,6520339506621903,2006,12,2017-07-24,2022-03-09
14343,20269,VISA,4616600798332883,2006,5,2017-03-20,2020-06-30
14349,5827,Diners,30244260587223,2007,5,2019-01-18,2022-12-24
14358,5365,JCB,3584584418929403,2007,7,2017-11-09,2025-08-20
14361,12222,Diners,30196107713745,2006,9,2017-09-15,2027-01-08
14373,2175,AMEX,377206186316020,2006,1,2017-05-15,2023-01-06
14375,6134,Maestro,676367496756,2005,4,2018-09-21,2027-10-23
14377,14987,Mastercard,2251682494275594,2006,8,2016-08-21,2018-11-03
14409,8738,VISA,4744299788319011,2006,2,2016-10-12,2021-02-25
14410,19708,JCB,213109797542828,2005,2,2018-02-20,2023-05-23
14415,2799,VISA,4014675020748500344,2005,11,2017-06-22,2022-07-18
14422,20421,JCB,3575596549806418,2008,4,2019-05-31,2023-10-17
